month,currency,exchange_rate,description
2010-03,Malaysian Ringgit,0.4211,Singapore Dollar Per Malaysian Ringgit
2010-04,Malaysian Ringgit,0.4312,Singapore Dollar Per Malaysian Ringgit
2010-05,Malaysian Ringgit,0.4282,Singapore Dollar Per Malaysian Ringgit
2010-06,Malaysian Ringgit,0.4284,Singapore Dollar Per Malaysian Ringgit
2010-07,Malaysian Ringgit,0.4295,Singapore Dollar Per Malaysian Ringgit
2010-08,Malaysian Ringgit,0.43,Singapore Dollar Per Malaysian Ringgit
2010-09,Malaysian Ringgit,0.43,Singapore Dollar Per Malaysian Ringgit
2010-10,Malaysian Ringgit,0.4208,Singapore Dollar Per Malaysian Ringgit
2010-11,Malaysian Ringgit,0.4167,Singapore Dollar Per Malaysian Ringgit
2010-12,Malaysian Ringgit,0.418,Singapore Dollar Per Malaysian Ringgit
2011-01,Malaysian Ringgit,0.4208,Singapore Dollar Per Malaysian Ringgit
2011-02,Malaysian Ringgit,0.4194,Singapore Dollar Per Malaysian Ringgit
2011-03,Malaysian Ringgit,0.4178,Singapore Dollar Per Malaysian Ringgit
2011-04,Malaysian Ringgit,0.4142,Singapore Dollar Per Malaysian Ringgit
2011-05,Malaysian Ringgit,0.4107,Singapore Dollar Per Malaysian Ringgit
2011-06,Malaysian Ringgit,0.4076,Singapore Dollar Per Malaysian Ringgit
2011-07,Malaysian Ringgit,0.4064,Singapore Dollar Per Malaysian Ringgit
2011-08,Malaysian Ringgit,0.4052,Singapore Dollar Per Malaysian Ringgit
2011-09,Malaysian Ringgit,0.4059,Singapore Dollar Per Malaysian Ringgit
2011-10,Malaysian Ringgit,0.4073,Singapore Dollar Per Malaysian Ringgit
2011-11,Malaysian Ringgit,0.4087,Singapore Dollar Per Malaysian Ringgit
2011-12,Malaysian Ringgit,0.4097,Singapore Dollar Per Malaysian Ringgit
2012-01,Malaysian Ringgit,0.4113,Singapore Dollar Per Malaysian Ringgit
2012-02,Malaysian Ringgit,0.4147,Singapore Dollar Per Malaysian Ringgit
2012-03,Malaysian Ringgit,0.4134,Singapore Dollar Per Malaysian Ringgit
2012-04,Malaysian Ringgit,0.4087,Singapore Dollar Per Malaysian Ringgit
2012-05,Malaysian Ringgit,0.4069,Singapore Dollar Per Malaysian Ringgit
2012-06,Malaysian Ringgit,0.4021,Singapore Dollar Per Malaysian Ringgit
2012-07,Malaysian Ringgit,0.3983,Singapore Dollar Per Malaysian Ringgit
2012-08,Malaysian Ringgit,0.4002,Singapore Dollar Per Malaysian Ringgit
2012-09,Malaysian Ringgit,0.3999,Singapore Dollar Per Malaysian Ringgit
2012-10,Malaysian Ringgit,0.4005,Singapore Dollar Per Malaysian Ringgit
2012-11,Malaysian Ringgit,0.4,Singapore Dollar Per Malaysian Ringgit
2012-12,Malaysian Ringgit,0.3996,Singapore Dollar Per Malaysian Ringgit
2013-01,Malaysian Ringgit,0.4043,Singapore Dollar Per Malaysian Ringgit
2013-02,Malaysian Ringgit,0.3996,Singapore Dollar Per Malaysian Ringgit
2013-03,Malaysian Ringgit,0.401,Singapore Dollar Per Malaysian Ringgit
2013-04,Malaysian Ringgit,0.406,Singapore Dollar Per Malaysian Ringgit
2013-05,Malaysian Ringgit,0.4138,Singapore Dollar Per Malaysian Ringgit
2013-06,Malaysian Ringgit,0.4003,Singapore Dollar Per Malaysian Ringgit
2013-07,Malaysian Ringgit,0.3974,Singapore Dollar Per Malaysian Ringgit
2013-08,Malaysian Ringgit,0.3882,Singapore Dollar Per Malaysian Ringgit
2013-09,Malaysian Ringgit,0.3886,Singapore Dollar Per Malaysian Ringgit
2013-10,Malaysian Ringgit,0.3915,Singapore Dollar Per Malaysian Ringgit
2013-11,Malaysian Ringgit,0.3899,Singapore Dollar Per Malaysian Ringgit
2013-12,Malaysian Ringgit,0.3874,Singapore Dollar Per Malaysian Ringgit
2014-01,Malaysian Ringgit,0.3854,Singapore Dollar Per Malaysian Ringgit
2014-02,Malaysian Ringgit,0.3827,Singapore Dollar Per Malaysian Ringgit
2014-03,Malaysian Ringgit,0.3861,Singapore Dollar Per Malaysian Ringgit
2014-04,Malaysian Ringgit,0.3853,Singapore Dollar Per Malaysian Ringgit
2014-05,Malaysian Ringgit,0.3877,Singapore Dollar Per Malaysian Ringgit
2014-06,Malaysian Ringgit,0.3888,Singapore Dollar Per Malaysian Ringgit
2014-07,Malaysian Ringgit,0.3905,Singapore Dollar Per Malaysian Ringgit
2014-08,Malaysian Ringgit,0.3928,Singapore Dollar Per Malaysian Ringgit
2014-09,Malaysian Ringgit,0.3927,Singapore Dollar Per Malaysian Ringgit
2014-10,Malaysian Ringgit,0.3897,Singapore Dollar Per Malaysian Ringgit
2014-11,Malaysian Ringgit,0.3875,Singapore Dollar Per Malaysian Ringgit
2014-12,Malaysian Ringgit,0.378,Singapore Dollar Per Malaysian Ringgit
2015-01,Malaysian Ringgit,0.3733,Singapore Dollar Per Malaysian Ringgit
2015-02,Malaysian Ringgit,0.3765,Singapore Dollar Per Malaysian Ringgit
2015-03,Malaysian Ringgit,0.3742,Singapore Dollar Per Malaysian Ringgit
2015-04,Malaysian Ringgit,0.3715,Singapore Dollar Per Malaysian Ringgit
2015-05,Malaysian Ringgit,0.3705,Singapore Dollar Per Malaysian Ringgit
2015-06,Malaysian Ringgit,0.3596,Singapore Dollar Per Malaysian Ringgit
2015-07,Malaysian Ringgit,0.358,Singapore Dollar Per Malaysian Ringgit
2015-08,Malaysian Ringgit,0.3433,Singapore Dollar Per Malaysian Ringgit
2015-09,Malaysian Ringgit,0.3283,Singapore Dollar Per Malaysian Ringgit
2015-10,Malaysian Ringgit,0.3288,Singapore Dollar Per Malaysian Ringgit
2015-11,Malaysian Ringgit,0.3278,Singapore Dollar Per Malaysian Ringgit
2015-12,Malaysian Ringgit,0.3289,Singapore Dollar Per Malaysian Ringgit
2016-01,Malaysian Ringgit,0.33,Singapore Dollar Per Malaysian Ringgit
2016-02,Malaysian Ringgit,0.3361,Singapore Dollar Per Malaysian Ringgit
2016-03,Malaysian Ringgit,0.3372,Singapore Dollar Per Malaysian Ringgit
2016-04,Malaysian Ringgit,0.346,Singapore Dollar Per Malaysian Ringgit
2016-05,Malaysian Ringgit,0.3386,Singapore Dollar Per Malaysian Ringgit
2016-06,Malaysian Ringgit,0.3318,Singapore Dollar Per Malaysian Ringgit
2016-07,Malaysian Ringgit,0.3361,Singapore Dollar Per Malaysian Ringgit
2016-08,Malaysian Ringgit,0.3345,Singapore Dollar Per Malaysian Ringgit
2016-09,Malaysian Ringgit,0.3307,Singapore Dollar Per Malaysian Ringgit
2016-10,Malaysian Ringgit,0.3313,Singapore Dollar Per Malaysian Ringgit
2016-11,Malaysian Ringgit,0.3254,Singapore Dollar Per Malaysian Ringgit
2016-12,Malaysian Ringgit,0.3219,Singapore Dollar Per Malaysian Ringgit
2017-01,Malaysian Ringgit,0.3204,Singapore Dollar Per Malaysian Ringgit
2017-02,Malaysian Ringgit,0.3183,Singapore Dollar Per Malaysian Ringgit
2017-03,Malaysian Ringgit,0.3166,Singapore Dollar Per Malaysian Ringgit
2017-04,Malaysian Ringgit,0.3172,Singapore Dollar Per Malaysian Ringgit
2017-05,Malaysian Ringgit,0.3233,Singapore Dollar Per Malaysian Ringgit
2017-06,Malaysian Ringgit,0.3236,Singapore Dollar Per Malaysian Ringgit
2017-07,Malaysian Ringgit,0.3197,Singapore Dollar Per Malaysian Ringgit
2017-08,Malaysian Ringgit,0.3176,Singapore Dollar Per Malaysian Ringgit
2017-09,Malaysian Ringgit,0.3205,Singapore Dollar Per Malaysian Ringgit
2017-10,Malaysian Ringgit,0.3217,Singapore Dollar Per Malaysian Ringgit
2017-11,Malaysian Ringgit,0.325,Singapore Dollar Per Malaysian Ringgit
2017-12,Malaysian Ringgit,0.3302,Singapore Dollar Per Malaysian Ringgit
2018-01,Malaysian Ringgit,0.3343,Singapore Dollar Per Malaysian Ringgit
2018-02,Malaysian Ringgit,0.3374,Singapore Dollar Per Malaysian Ringgit
2018-03,Malaysian Ringgit,0.3367,Singapore Dollar Per Malaysian Ringgit
2018-04,Malaysian Ringgit,0.3384,Singapore Dollar Per Malaysian Ringgit
2018-05,Malaysian Ringgit,0.3378,Singapore Dollar Per Malaysian Ringgit
2018-06,Malaysian Ringgit,0.3369,Singapore Dollar Per Malaysian Ringgit
2018-07,Malaysian Ringgit,0.3367,Singapore Dollar Per Malaysian Ringgit
2018-08,Malaysian Ringgit,0.3344,Singapore Dollar Per Malaysian Ringgit
2018-09,Malaysian Ringgit,0.3313,Singapore Dollar Per Malaysian Ringgit
2018-10,Malaysian Ringgit,0.3316,Singapore Dollar Per Malaysian Ringgit
2018-11,Malaysian Ringgit,0.3285,Singapore Dollar Per Malaysian Ringgit
2018-12,Malaysian Ringgit,0.3284,Singapore Dollar Per Malaysian Ringgit
2019-01,Malaysian Ringgit,0.3295,Singapore Dollar Per Malaysian Ringgit
2019-02,Malaysian Ringgit,0.3321,Singapore Dollar Per Malaysian Ringgit
2019-03,Malaysian Ringgit,0.3319,Singapore Dollar Per Malaysian Ringgit
2019-04,Malaysian Ringgit,0.3297,Singapore Dollar Per Malaysian Ringgit
2019-05,Malaysian Ringgit,0.3286,Singapore Dollar Per Malaysian Ringgit
2019-06,Malaysian Ringgit,0.3274,Singapore Dollar Per Malaysian Ringgit
2019-07,Malaysian Ringgit,0.3299,Singapore Dollar Per Malaysian Ringgit
2019-08,Malaysian Ringgit,0.3307,Singapore Dollar Per Malaysian Ringgit
2019-09,Malaysian Ringgit,0.3298,Singapore Dollar Per Malaysian Ringgit
2019-10,Malaysian Ringgit,0.3274,Singapore Dollar Per Malaysian Ringgit
2019-11,Malaysian Ringgit,0.3274,Singapore Dollar Per Malaysian Ringgit
2019-12,Malaysian Ringgit,0.3272,Singapore Dollar Per Malaysian Ringgit
2020-01,Malaysian Ringgit,0.3311,Singapore Dollar Per Malaysian Ringgit
2020-02,Malaysian Ringgit,0.3338,Singapore Dollar Per Malaysian Ringgit
2020-03,Malaysian Ringgit,0.3297,Singapore Dollar Per Malaysian Ringgit
2020-04,Malaysian Ringgit,0.3269,Singapore Dollar Per Malaysian Ringgit
2020-05,Malaysian Ringgit,0.3265,Singapore Dollar Per Malaysian Ringgit
2020-06,Malaysian Ringgit,0.3261,Singapore Dollar Per Malaysian Ringgit
2020-07,Malaysian Ringgit,0.3255,Singapore Dollar Per Malaysian Ringgit
2020-08,Malaysian Ringgit,0.327,Singapore Dollar Per Malaysian Ringgit
1988-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1988-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1989-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1990-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1991-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1992-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1993-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1994-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1995-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1996-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1997-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1998-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
1999-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2000-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2001-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-01,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-02,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-03,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-04,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-05,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-06,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-07,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-08,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-09,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-10,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-11,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2002-12,Thai Baht,na,Singapore Dollar Per 100 Thai Baht
2003-01,Thai Baht,4.057,Singapore Dollar Per 100 Thai Baht
2003-02,Thai Baht,4.0706,Singapore Dollar Per 100 Thai Baht
2003-03,Thai Baht,4.1015,Singapore Dollar Per 100 Thai Baht
2003-04,Thai Baht,4.1405,Singapore Dollar Per 100 Thai Baht
2003-05,Thai Baht,4.1113,Singapore Dollar Per 100 Thai Baht
2003-06,Thai Baht,4.1648,Singapore Dollar Per 100 Thai Baht
2003-07,Thai Baht,4.2015,Singapore Dollar Per 100 Thai Baht
2003-08,Thai Baht,4.2076,Singapore Dollar Per 100 Thai Baht
2003-09,Thai Baht,4.3116,Singapore Dollar Per 100 Thai Baht
2003-10,Thai Baht,4.3653,Singapore Dollar Per 100 Thai Baht
2003-11,Thai Baht,4.3325,Singapore Dollar Per 100 Thai Baht
2003-12,Thai Baht,4.306,Singapore Dollar Per 100 Thai Baht
2004-01,Thai Baht,4.3425,Singapore Dollar Per 100 Thai Baht
2004-02,Thai Baht,4.3132,Singapore Dollar Per 100 Thai Baht
2004-03,Thai Baht,4.3088,Singapore Dollar Per 100 Thai Baht
2004-04,Thai Baht,4.2721,Singapore Dollar Per 100 Thai Baht
2004-05,Thai Baht,4.2223,Singapore Dollar Per 100 Thai Baht
2004-06,Thai Baht,4.1969,Singapore Dollar Per 100 Thai Baht
2004-07,Thai Baht,4.1825,Singapore Dollar Per 100 Thai Baht
2004-08,Thai Baht,4.1313,Singapore Dollar Per 100 Thai Baht
2004-09,Thai Baht,4.0895,Singapore Dollar Per 100 Thai Baht
2004-10,Thai Baht,4.0614,Singapore Dollar Per 100 Thai Baht
2004-11,Thai Baht,4.0943,Singapore Dollar Per 100 Thai Baht
2004-12,Thai Baht,4.1864,Singapore Dollar Per 100 Thai Baht
2005-01,Thai Baht,4.2251,Singapore Dollar Per 100 Thai Baht
2005-02,Thai Baht,4.2584,Singapore Dollar Per 100 Thai Baht
2005-03,Thai Baht,4.2261,Singapore Dollar Per 100 Thai Baht
2005-04,Thai Baht,4.1804,Singapore Dollar Per 100 Thai Baht
2005-05,Thai Baht,4.1475,Singapore Dollar Per 100 Thai Baht
2005-06,Thai Baht,4.0847,Singapore Dollar Per 100 Thai Baht
2005-07,Thai Baht,4.0359,Singapore Dollar Per 100 Thai Baht
2005-08,Thai Baht,4.0368,Singapore Dollar Per 100 Thai Baht
2005-09,Thai Baht,4.0944,Singapore Dollar Per 100 Thai Baht
2005-10,Thai Baht,4.1337,Singapore Dollar Per 100 Thai Baht
2005-11,Thai Baht,4.1276,Singapore Dollar Per 100 Thai Baht
2005-12,Thai Baht,4.075,Singapore Dollar Per 100 Thai Baht
2006-01,Thai Baht,4.1163,Singapore Dollar Per 100 Thai Baht
2006-02,Thai Baht,4.1327,Singapore Dollar Per 100 Thai Baht
2006-03,Thai Baht,4.1589,Singapore Dollar Per 100 Thai Baht
2006-04,Thai Baht,4.2146,Singapore Dollar Per 100 Thai Baht
2006-05,Thai Baht,4.1509,Singapore Dollar Per 100 Thai Baht
2006-06,Thai Baht,4.1458,Singapore Dollar Per 100 Thai Baht
2006-07,Thai Baht,4.1674,Singapore Dollar Per 100 Thai Baht
2006-08,Thai Baht,4.1875,Singapore Dollar Per 100 Thai Baht
2006-09,Thai Baht,4.2172,Singapore Dollar Per 100 Thai Baht
2006-10,Thai Baht,4.228,Singapore Dollar Per 100 Thai Baht
2006-11,Thai Baht,4.2599,Singapore Dollar Per 100 Thai Baht
2006-12,Thai Baht,4.307,Singapore Dollar Per 100 Thai Baht
2007-01,Thai Baht,4.2742,Singapore Dollar Per 100 Thai Baht
2007-02,Thai Baht,4.2911,Singapore Dollar Per 100 Thai Baht
2007-03,Thai Baht,4.3486,Singapore Dollar Per 100 Thai Baht
2007-04,Thai Baht,4.3427,Singapore Dollar Per 100 Thai Baht
2007-05,Thai Baht,4.3964,Singapore Dollar Per 100 Thai Baht
2007-06,Thai Baht,4.4428,Singapore Dollar Per 100 Thai Baht
2007-07,Thai Baht,4.4981,Singapore Dollar Per 100 Thai Baht
2007-08,Thai Baht,4.4542,Singapore Dollar Per 100 Thai Baht
2007-09,Thai Baht,4.4147,Singapore Dollar Per 100 Thai Baht
2007-10,Thai Baht,4.2919,Singapore Dollar Per 100 Thai Baht
2007-11,Thai Baht,4.271,Singapore Dollar Per 100 Thai Baht
2007-12,Thai Baht,4.2974,Singapore Dollar Per 100 Thai Baht
2008-01,Thai Baht,4.3133,Singapore Dollar Per 100 Thai Baht
2008-02,Thai Baht,4.3321,Singapore Dollar Per 100 Thai Baht
2008-03,Thai Baht,4.4024,Singapore Dollar Per 100 Thai Baht
2008-04,Thai Baht,4.3184,Singapore Dollar Per 100 Thai Baht
2008-05,Thai Baht,4.2572,Singapore Dollar Per 100 Thai Baht
2008-06,Thai Baht,4.1193,Singapore Dollar Per 100 Thai Baht
2008-07,Thai Baht,4.056,Singapore Dollar Per 100 Thai Baht
2008-08,Thai Baht,4.1439,Singapore Dollar Per 100 Thai Baht
2008-09,Thai Baht,4.166,Singapore Dollar Per 100 Thai Baht
2008-10,Thai Baht,4.287,Singapore Dollar Per 100 Thai Baht
